Series Name,Series Name,Country Name,Country Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
A woman can get a job in the same way as a man (1=yes; 0=no),SG.GET.JOBS.EQ,Afghanistan,AFG,1,1,1,1,1,1,1,1,1,1
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Nicaragua,NIC,..,..,..,8.705540328,..,..,..,6.470900518,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Niger,NER,..,..,..,40.73766437,..,..,..,37.63316775,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Nigeria,NGA,..,..,..,51.6402968,..,..,..,52.72350906,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,North Macedonia,MKD,..,..,..,1.483931331,..,..,..,1.548579189,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Norway,NOR,..,..,..,2.232992755,..,..,..,2.489521797,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Oman,OMN,..,..,..,7.686517658,..,..,..,7.547665844,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Pakistan,PAK,..,..,..,19.30428462,..,..,..,18.13768817,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Panama,PAN,..,..,..,21.42789314,..,..,..,18.87310503,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Papua New Guinea,PNG,..,..,..,26.02069417,..,..,..,24.75834343,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Paraguay,PRY,..,..,..,11.59600222,..,..,..,10.8231515,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Peru,PER,..,..,..,15.48981078,..,..,..,13.81084263,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Philippines,PHL,..,..,..,17.19558974,..,..,..,16.34867922,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Poland,POL,..,..,..,4.074245036,..,..,..,4.61716528,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Portugal,PRT,..,..,..,6.861534224,..,..,..,6.218574874,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Qatar,QAT,..,..,..,3.068839488,..,..,..,2.972549705,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Romania,ROU,..,..,..,6.721063148,..,..,..,7.87768467,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Russian Federation,RUS,..,..,..,8.920392478,..,..,..,9.855377385,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Rwanda,RWA,..,..,..,35.41706668,..,..,..,32.85925898,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Samoa,WSM,..,..,..,7.168773936,..,..,..,6.805422792,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Sao Tome and Principe,STP,..,..,..,27.89516697,..,..,..,23.9245858,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Saudi Arabia,SAU,..,..,..,6.509689802,..,..,..,6.057422,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Senegal,SEN,..,..,..,38.86963901,..,..,..,36.99361109,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Serbia,SRB,..,..,..,3.253516252,..,..,..,3.372216783,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Seychelles,SYC,..,..,..,11.04019804,..,..,..,10.14233183,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Sierra Leone,SLE,..,..,..,57.12661403,..,..,..,41.70058835,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Singapore,SGP,..,..,..,7.889266955,..,..,..,7.310954475,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Slovak Republic,SVK,..,..,..,3.439885379,..,..,..,3.799585711,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Slovenia,SVN,..,..,..,1.548614883,..,..,..,0.916408154,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Solomon Islands,SLB,..,..,..,17.1616188,..,..,..,16.70648195,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Somalia,SOM,..,..,..,48.06213848,..,..,..,46.42231847,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,South Africa,ZAF,..,..,..,45.35123106,..,..,..,43.1098673,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,South Sudan,SSD,..,..,..,58.09165879,..,..,..,56.79699115,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Spain,ESP,..,..,..,4.388799652,..,..,..,4.328514546,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Sri Lanka,LKA,..,..,..,9.728430849,..,..,..,9.357285331,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,St. Lucia,LCA,..,..,..,5.049146683,..,..,..,4.507376986,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,St. Vincent and the Grenadines,VCT,..,..,..,16.10569965,..,..,..,13.86350013,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Sudan,SDN,..,..,..,24.94385983,..,..,..,21.26001254,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Suriname,SUR,..,..,..,16.56437157,..,..,..,14.45650862,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Sweden,SWE,..,..,..,2.840636181,..,..,..,2.760887948,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Switzerland,CHE,..,..,..,2.92692685,..,..,..,2.719880579,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Syrian Arab Republic,SYR,..,..,..,1.297569403,..,..,..,3.287374878,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Tajikistan,TJK,..,..,..,11.06622066,..,..,..,10.19721358,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Tanzania,TZA,..,..,..,59.37765778,..,..,..,52.50448366,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Thailand,THA,..,..,..,20.28090255,..,..,..,16.54340726,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Timor-Leste,TLS,..,..,..,43.90665959,..,..,..,40.96112954,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Togo,TGO,..,..,..,38.88639109,..,..,..,34.10029879,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Tonga,TON,..,..,..,10.31336997,..,..,..,8.267812149,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Trinidad and Tobago,TTO,..,..,..,8.015591541,..,..,..,9.223581226,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Tunisia,TUN,..,..,..,5.201015961,..,..,..,5.616946221,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Turkey,TUR,..,..,..,2.953475441,..,..,..,2.920004131,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Turkmenistan,TKM,..,..,..,24.86223947,..,..,..,24.84854205,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Uganda,UGA,..,..,..,49.11144868,..,..,..,42.18642931,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Ukraine,UKR,..,..,..,12.21573824,..,..,..,9.916677873,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,United Arab Emirates,ARE,..,..,..,3.776001603,..,..,..,3.993971219,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,United Kingdom,GBR,..,..,..,4.289170013,..,..,..,4.614414519,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,United States,USA,..,..,..,4.864081008,..,..,..,4.332925853,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Uruguay,URY,..,..,..,7.014806107,..,..,..,7.401419418,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Uzbekistan,UZB,..,..,..,7.664087864,..,..,..,6.593697946,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Vanuatu,VUT,..,..,..,10.60569061,..,..,..,9.920984283,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,"Venezuela, RB",VEN,..,..,..,9.570586408,..,..,..,15.57850362,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Vietnam,VNM,..,..,..,11.26244822,..,..,..,8.829440409,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,"Yemen, Rep.",YEM,..,..,..,12.76912324,..,..,..,10.86967116,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Zambia,ZMB,..,..,..,53.34099711,..,..,..,53.6014455,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Zimbabwe,ZWE,..,..,..,52.11184472,..,..,..,50.61732264,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Africa Eastern and Southern,AFE,..,..,..,48.19642858,..,..,..,44.03438632,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Africa Western and Central,AFW,..,..,..,48.26430846,..,..,..,46.10654594,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Arab World,ARB,..,..,..,10.78904094,..,..,..,10.89898046,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Caribbean small states,CSS,..,..,..,15.27112005,..,..,..,14.73403534,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Central Europe and the Baltics,CEB,..,..,..,4.403573866,..,..,..,4.960925807,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Early-demographic dividend,EAR,..,..,..,22.75197992,..,..,..,20.55788422,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,East Asia & Pacific,EAS,..,..,..,10.65043028,..,..,..,9.465107385,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,10.99210297,..,..,..,9.738564533,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,East Asia & Pacific (IDA & IBRD),TEA,..,..,..,10.88539422,..,..,..,9.464351525,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Euro area,EMU,..,..,..,3.655574911,..,..,..,3.607891425,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Europe & Central Asia,ECS,..,..,..,6.787181222,..,..,..,6.76954503,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,8.420183942,..,..,..,8.399464879,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Europe & Central Asia (IDA & IBRD),TEC,..,..,..,8.119067693,..,..,..,8.148063935,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,European Union,EUU,..,..,..,3.849870763,..,..,..,4.009359394,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Fragile and conflict affected situations,FCS,..,..,..,38.23476505,..,..,..,36.67284037,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,44.31820571,..,..,..,39.93596983,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,High income,HIC,..,..,..,4.391720757,..,..,..,4.19612724,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,IBRD only,IBD,..,..,..,15.62235952,..,..,..,14.40538502,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,IDA & IBRD total,IBT,..,..,..,21.74650471,..,..,..,19.99826572,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,IDA blend,IDB,..,..,..,36.4289929,..,..,..,34.2412443,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,IDA only,IDX,..,..,..,38.34453824,..,..,..,34.54525772,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,IDA total,IDA,..,..,..,37.6733664,..,..,..,34.43686768,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Late-demographic dividend,LTE,..,..,..,7.172481627,..,..,..,6.70665998,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Latin America & Caribbean,LCN,..,..,..,10.84711638,..,..,..,10.47260519,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,11.03652489,..,..,..,10.28869239,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Latin America & Caribbean (IDA & IBRD),TLA,..,..,..,10.89433631,..,..,..,10.52747296,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Least developed countries: UN classification,LDC,..,..,..,39.96435626,..,..,..,35.51168124,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Low & middle income,LMY,..,..,..,21.90024773,..,..,..,20.13021002,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Low income,LIC,..,..,..,39.91038974,..,..,..,37.14426729,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Lower middle income,LMC,..,..,..,25.94501705,..,..,..,23.56693563,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Middle East & North Africa,MEA,..,..,..,6.161997226,..,..,..,6.308135117,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,6.199067735,..,..,..,6.442467793,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Middle East & North Africa (IDA & IBRD),TMN,..,..,..,6.199067735,..,..,..,6.442467793,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Middle income,MIC,..,..,..,19.6570511,..,..,..,18.0227539,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,North America,NAC,..,..,..,4.770806281,..,..,..,4.265580295,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,OECD members,OED,..,..,..,4.73144345,..,..,..,4.579547643,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Other small states,OSS,..,..,..,41.82515657,..,..,..,41.69922087,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Pacific island small states,PSS,..,..,..,10.75964247,..,..,..,10.57873801,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Post-demographic dividend,PST,..,..,..,5.012742175,..,..,..,4.554233068,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Pre-demographic dividend,PRE,..,..,..,46.84204785,..,..,..,43.66233134,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Small states,SST,..,..,..,36.17915201,..,..,..,35.69785089,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,South Asia,SAS,..,..,..,23.11136279,..,..,..,20.68183833,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,South Asia (IDA & IBRD),TSA,..,..,..,23.11136279,..,..,..,20.68183833,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Sub-Saharan Africa,SSF,..,..,..,48.22085801,..,..,..,44.7885485,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,48.22422738,..,..,..,44.79180523,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Sub-Saharan Africa (IDA & IBRD),TSS,..,..,..,48.22085801,..,..,..,44.7885485,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,Upper middle income,UMC,..,..,..,10.02888516,..,..,..,9.292960385,..,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 15-59 (% of population ages 15-59)",SH.DTH.COMM.1559.ZS,World,WLD,..,..,..,20.06727167,..,..,..,18.52025059,..,..
A woman can travel outside her home in the same way as a man (1=yes; 0=no),SG.HME.TRVL.EQ,Afghanistan,AFG,0,0,0,0,1,1,1,1,1,1
A woman can travel outside her home in the same way as a man (1=yes; 0=no),SG.HME.TRVL.EQ,Albania,ALB,1,1,1,1,1,1,1,1,1,1
A woman can travel outside her home in the same way as a man (1=yes; 0=no),SG.HME.TRVL.EQ,Algeria,DZA,0,0,0,0,0,0,0,0,0,0
A woman can travel outside her home in the same way as a man (1=yes; 0=no),SG.HME.TRVL.EQ,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..
A woman can travel outside her home in the same way as a man (1=yes; 0=no),SG.HME.TRVL.EQ,Andorra,AND,..,..,..,..,..,..,..,..,..,..
A woman can travel outside her home in the same way as a man (1=yes; 0=no),SG.HME.TRVL.EQ,Angola,AGO,1,1,1,1,1,1,1,1,1,1
